iteration,train_loss,val_loss,acc,val_acc
0,2.5242836475372314,2.571718333642694,0.09375,0.0976
100,2.477903994321823,1.81538887567158,0.2656640625,0.3716
200,1.7936495208740235,1.634737582146367,0.36268879798615483,0.3868
300,1.6759551095962524,1.559297056137761,0.414296875,0.4329
400,1.556438319683075,1.6114640718773952,0.44548458149779735,0.4848
500,1.4643544507026673,1.394869582562507,0.4784375,0.4985
600,1.3644727730751038,1.361962663976452,0.5135698552548773,0.5339
700,1.2984519982337952,1.2354464802560927,0.5392578125,0.5638
800,1.2310655117034912,1.1838949760304223,0.5588027061044682,0.5762
900,1.149255899786949,1.1722172898582266,0.5911328125,0.6071
1000,1.1132267260551452,1.0504870263836052,0.6003775959723097,0.6323
1100,1.0437203931808472,1.0602751095083696,0.6276953125,0.6325
1200,1.0144973587989807,1.0503530555133578,0.637901195720579,0.6474
1300,0.9634017449617386,1.0043480705611314,0.657421875,0.6646
1400,0.9351789861917496,0.9294083556042442,0.6678728760226558,0.6781
1500,0.9185691338777542,0.9348174673092516,0.67390625,0.6686
1600,0.8752174824476242,0.8671166021612626,0.6901746381371932,0.6964
1700,0.8639148879051208,0.8560282210760479,0.6960546875,0.6981
1800,0.843080028295517,0.8114373751833469,0.7019745122718691,0.7157
1900,0.8052747231721878,0.7740586935719357,0.7141796875,0.7334
2000,0.815555517077446,0.7922777239280411,0.7133417243549403,0.7224
2100,0.7758320826292038,0.7806759733188001,0.7263671875,0.728
2200,0.7740159183740616,0.760612062638319,0.730412208936438,0.7291
2300,0.7374437934160233,0.7941210948968236,0.739765625,0.7199
2400,0.7260941237211227,0.7560601381561424,0.7439427312775331,0.7379
2500,0.7108799695968628,0.732671516982815,0.75203125,0.7428
2600,0.7093598717451095,0.7747538346278516,0.7530679672750157,0.7344
2700,0.6894853293895722,0.6833281792417357,0.75875,0.7587
2800,0.6775725156068801,0.7772522493253781,0.7645925110132159,0.7316
2900,0.6609318715333938,0.6829476812972298,0.769609375,0.768
3000,0.6577721518278122,0.722014945896366,0.7692731277533039,0.7491
3100,0.6412817871570587,0.7126727504066274,0.7743359375,0.7525
3200,0.6371694886684418,0.6881546321548994,0.7742684078036501,0.7727
3300,0.6195368573069573,0.7079179234142545,0.7839453125,0.7572
3400,0.614175958931446,0.6722894190232965,0.786540276903713,0.769
3500,0.6108242267370224,0.7165212253980999,0.7841796875,0.7482
3600,0.5910730382800102,0.7034518737581712,0.7916928886091882,0.7658
3700,0.572296327650547,0.651155128886428,0.799375,0.7746
3800,0.5769320160150528,0.6987748644019984,0.8000314663310258,0.7659
3900,0.58226736754179,0.6145785228361057,0.7950390625,0.787
4000,0.5475967952609062,0.651328137403802,0.8066000629326621,0.7773
4100,0.5610266482830047,0.6537272435954854,0.8032421875,0.7738
4200,0.5398237088322639,0.6610409260927876,0.8097860289490245,0.7735
4300,0.5452571344375611,0.673122094213208,0.8096875,0.7722
4400,0.5276590692996979,0.638585131756867,0.8178492762743864,0.7867
4500,0.5357381999492645,0.592887524562546,0.8105859375,0.7976
4600,0.5050876331329346,0.6298853875715521,0.8237885462555066,0.7901
4700,0.5277997216582299,0.6130994369712057,0.8170703125,0.7926
4800,0.4919891992211342,0.6314874857286864,0.8279971680302077,0.7881
4900,0.5140475672483444,0.5994009307668179,0.8195012586532411,0.7982
5000,0.4825660020112991,0.5970258886301065,0.8276171875,0.7983
5100,0.4909199845790863,0.635072001550771,0.825558527375708,0.7853
5200,0.4788809522986412,0.6197132336187966,0.831328125,0.7932
5300,0.48854826867580414,0.6231495998328245,0.8275251730648207,0.7893
5400,0.46152888000011444,0.6294775699512868,0.83890625,0.7933
5500,0.4715565839409828,0.6446813031842437,0.8330317809943361,0.786
5600,0.4549833071231842,0.629004461855828,0.8401171875,0.7958
5700,0.4606030941009521,0.6285909501057637,0.8403477029578351,0.7965
5800,0.44507257342338563,0.6113210146940207,0.84078125,0.7974
5900,0.4619394266605377,0.6260294691671299,0.835509754562618,0.7883
6000,0.4453959956765175,0.6133724590645561,0.844375,0.7999
6100,0.4512312215566635,0.601564462049098,0.8412916928886092,0.7983
6200,0.4301405388116837,0.5991929041433938,0.8520703125,0.8004
6300,0.42950808614492414,0.6047930762737612,0.8471916299559471,0.801
6400,0.4246709364652634,0.6143881935107557,0.851015625,0.7956
6500,0.431850012242794,0.6130831386846832,0.8470342983008181,0.7995
6600,0.4138114020228386,0.614906342346457,0.8540234375,0.8038
6700,0.4170671665668488,0.5843860791831077,0.8512429200755192,0.8039
6800,0.40981498420238494,0.6140994467312777,0.855234375,0.8071
6900,0.39485457628965376,0.6133589393730405,0.8622168030207678,0.8053
7000,0.40243206918239594,0.5952741266051426,0.8593359375,0.8074
7100,0.39062476992607115,0.6074100076397763,0.8611154814348647,0.8034
7200,0.38702707141637804,0.5806866197646419,0.863203125,0.8094
7300,0.38450216621160505,0.5818087518969669,0.8658747640025173,0.8133
7400,0.38826044023036954,0.5851167904425271,0.8626953125,0.8135
7500,0.38216383635997775,0.6055350684666936,0.8630034612964128,0.8018
7600,0.38072129264473914,0.7086633534371098,0.8671875,0.78
7700,0.37322733119130136,0.5995978456509264,0.868470736312146,0.8101
7800,0.37396516352891923,0.5814464603421055,0.868515625,0.8131
7900,0.3554991394281387,0.6097833148286312,0.8747246696035242,0.8111
8000,0.3616779908537865,0.6104837161830708,0.870859375,0.8088
8100,0.3539567697048187,0.626392121556439,0.8761799874134676,0.8027
8200,0.3695958623290062,0.6350061395500279,0.8672265625,0.8022
8300,0.34726919665932654,0.6124986119662659,0.8779893014474512,0.8096
8400,0.34520786434412004,0.6106457612182521,0.878203125,0.8098
8500,0.3317503917217255,0.6071604177167144,0.8820405915670233,0.805
8600,0.34737976476550103,0.6179167713168301,0.87828125,0.8032
8700,0.3322223088145256,0.6296851710428165,0.8809786028949025,0.7999
8800,0.34674605026841165,0.6351462779920313,0.87484375,0.8052
8900,0.3307911093533039,0.6300248107578181,0.8803886091881686,0.806
9000,0.3371073707938194,0.6034705740741536,0.8806640625,0.8068
9100,0.32966252133250235,0.6494069631341137,0.8833779106356199,0.8037
9200,0.3270351926982403,0.5878619819502288,0.8846484375,0.8138
9300,0.32800848454236986,0.6244339822213861,0.8835352422907489,0.805
9400,0.3305782529711723,0.5875097516971298,0.8833203125,0.8111
9500,0.30729889377951625,0.6880710064610348,0.8924638137193204,0.7948
9600,0.33296576261520383,0.6219469808702227,0.881328125,0.808
9700,0.30729919850826265,0.5831852255365516,0.8932111390811831,0.8167
9800,0.32468427285552026,0.6087133627903613,0.883849905601007,0.8143
