iteration,train_loss,val_loss,acc,val_acc
0,2.318655490875244,2.302987349033356,0.11328125,0.1
100,2.0005097901821136,1.716946578025818,0.2591917529005958,0.3652
200,1.6443714272975922,1.4958400219678878,0.38977735967387894,0.4532
300,1.5158847868442535,1.4183872193098068,0.4461233929131389,0.4876
400,1.3832619869709015,1.2666589826345445,0.49766776418940106,0.5434
500,1.2850829815864564,1.166858011484146,0.5362770460959548,0.5825
600,1.1886804127693176,1.1191939517855645,0.5717309501411101,0.6037
700,1.1066980451345443,1.0366644144058228,0.6057933521480088,0.6347
800,1.0366725385189057,0.9742412149906159,0.6280377861398557,0.6583
900,0.9745383912324905,0.954840624332428,0.6526732518030731,0.6634
1000,0.9169763362407685,0.895979928970337,0.6742121354656632,0.6794
1100,0.8716688048839569,0.8373711347579956,0.6906357792411414,0.7071
1200,0.8270285522937775,0.7962696731090546,0.7073142050799623,0.7208
1300,0.7823267912864685,0.7703115165233612,0.7231106930072123,0.728
1400,0.7553003430366516,0.7735212482511997,0.7326748196926937,0.7286
1500,0.7230208712816238,0.7572810783982277,0.745766698024459,0.7375
1600,0.7069681131839752,0.7330073416233063,0.751450297899028,0.7454
1700,0.6677238833904267,0.7182810135185719,0.7654633113828786,0.7464
1800,0.6405964136123657,0.7010716810822487,0.7772812793979303,0.7631
1900,0.6192690443992614,0.7184710182249546,0.7852579178425839,0.7579
2000,0.5927727243304253,0.6491394110023976,0.7914706804640953,0.7787
2100,0.5768333715200424,0.6635828807950019,0.7971150830981499,0.7696
2200,0.5610777658224105,0.6184241861104965,0.8034846346817184,0.7879
2300,0.5430612823367119,0.6288772642612457,0.8126959862025713,0.7809
2400,0.5331165879964829,0.6339884825050831,0.8140678896205708,0.7861
2500,0.5059958785772324,0.6327221155166626,0.8245531514581373,0.7897
2600,0.4926062721014023,0.6548661053180694,0.8316086547507056,0.7809
2700,0.4840832191705704,0.5945504605770111,0.831824239573534,0.8012
2800,0.4622971281409264,0.6673108540475369,0.8377626215114456,0.7867
2900,0.4542654445767403,0.6241793997585774,0.8424270931326434,0.7924
3000,0.44078354179859164,0.6323397003114224,0.8473659454374413,0.7966
3100,0.42279421389102934,0.630348140746355,0.8526379742866103,0.7969
3200,0.41721459150314333,0.5528974995017052,0.8569300721229225,0.8157
3300,0.411213256418705,0.5983388900756836,0.8583999686422076,0.8057
3400,0.3943366116285324,0.6253010988235473,0.8619865161492631,0.8054
3500,0.3865653994679451,0.6071743972599506,0.8655534650360615,0.8067
3600,0.37489239275455477,0.5580363191664219,0.8704531201003449,0.8205
3700,0.3628288495540619,0.5723724618554116,0.8755095641266855,0.8226
3800,0.34753230661153794,0.5871822729706764,0.8796252743806836,0.8185
3900,0.345328548848629,0.6231957823038101,0.8783905613044841,0.8035
4000,0.3269583994150162,0.5444680333137513,0.8860928190655378,0.8279
4100,0.3234847649931908,0.5731897220015526,0.889189401066165,0.8226
4200,0.32038766130805013,0.611477793008089,0.889189401066165,0.8155
4300,0.30474608674645426,0.5984405979514122,0.8952649733458764,0.8193
4400,0.30352041125297546,0.5633411817252636,0.8949905926622765,0.8295
4500,0.29671137005090714,0.6323976919054985,0.8964800878018188,0.8173
4600,0.28902975857257845,0.5938762828707695,0.900752587017874,0.825
4700,0.28223528698086736,0.5938326820731163,0.9038491690185011,0.8264
4800,0.2713097347319126,0.5642196401953697,0.9063381937911571,0.8333
4900,0.2724515996873379,0.611932922899723,0.9046766834487099,0.8215
5000,0.26184832155704496,0.5576743185520172,0.9090820006271558,0.8319
5100,0.2560467956960201,0.6071810990571975,0.9107282847287551,0.8221
5200,0.2556929378211498,0.598857706040144,0.9115122295390404,0.8249
5300,0.23927081242203713,0.5670164361596107,0.9173526183756664,0.8339
5400,0.24048879370093346,0.6028242588043213,0.9168822514894951,0.8262
5500,0.23104263454675675,0.6764723636209965,0.9202728127939793,0.8161
5600,0.22435921177268028,0.683234129101038,0.9208607714016933,0.8165
5700,0.22339984580874442,0.608318679779768,0.9210959548447789,0.8334
5800,0.2206421810388565,0.5918554529547692,0.9234869865161492,0.8344
5900,0.21410370767116546,0.6795781791210175,0.9254468485418627,0.8214
6000,0.21026403546333314,0.6132104508578777,0.9277790843524616,0.8309
6100,0.20322912141680718,0.6591583862900734,0.9301897146440891,0.8225
6200,0.19658084362745284,0.6734326675534248,0.9313460332392599,0.8212
6300,0.2013291209936142,0.6371484242379666,0.9295821574161179,0.8287
6400,0.18880719505250454,0.6346413910388946,0.9343642207588586,0.834
6500,0.18296231381595135,0.665097688883543,0.9372844151771715,0.8281
6600,0.18363689176738263,0.6400014750659466,0.9366376607086861,0.8323
6700,0.1788367848843336,0.6420726932585239,0.9382643461900282,0.8357
6800,0.17950778678059578,0.6571209624409675,0.937793979303857,0.8287
6900,0.17000228635966777,0.6431833148002625,0.9415765130134839,0.8332
7000,0.1719754119962454,0.6388699695467949,0.9398322358105989,0.8289
7100,0.1596571934968233,0.6672871626913548,0.9440655377861399,0.835
7200,0.16565222837030888,0.6741199031472206,0.9421448730009407,0.8333
7300,0.17087990000844003,0.5865600161254406,0.9408513640639699,0.8361
7400,0.13856517925858497,0.5673111103475094,0.9525909375979931,0.8515
7500,0.08954031471163035,0.5653028391301632,0.9701121041078709,0.8559
7600,0.07898870121687651,0.5854700393974781,0.9737378488554406,0.8549
7700,0.06818178564310073,0.5942734554409981,0.9779123549702101,0.8569
7800,0.06290804635733366,0.612145633995533,0.9794018501097522,0.8567
7900,0.05937465844675899,0.6292933613061905,0.9802641894010662,0.8547
8000,0.056308424435555934,0.646597845852375,0.981851677641894,0.8595
8100,0.05160429084673524,0.6703014343976974,0.9828512072750079,0.8584
8200,0.048058623243123294,0.6603154949843884,0.98420351207275,0.8598
8300,0.04545300917699933,0.6909634344279766,0.9844190968955786,0.8599
8400,0.04485542461276054,0.7134387992322445,0.985516619629978,0.8597
8500,0.040419583264738324,0.718785536289215,0.9865945437441204,0.8582
8600,0.039732131259515885,0.7142931818962097,0.9873588899341487,0.8581
8700,0.03892843252979219,0.7282098099589348,0.9873980871746629,0.8589
8800,0.03759579349309206,0.726073594391346,0.9878880526810913,0.8588
8900,0.03654344333335757,0.726344982534647,0.9880252430228912,0.8593
9000,0.03385824506171048,0.7275830276310444,0.9892599560990907,0.8571
9100,0.03426749039441347,0.7430689677596092,0.988299623706491,0.8569
9200,0.032030774177983404,0.7531698554754257,0.9896911257447476,0.8592
9300,0.030440956447273494,0.760484765470028,0.9898283160865475,0.8591
9400,0.029654016951099038,0.7509450554847718,0.9903770774537473,0.8585
9500,0.029210208216682076,0.7604310914874077,0.9901614926309188,0.859
9600,0.027774134166538716,0.767664623260498,0.991219818124804,0.8587
9700,0.027866953844204546,0.7640603087842465,0.9909062402006898,0.8604
9800,0.02555747140198946,0.7715860925614834,0.991917086217747,0.8589
9900,0.02580449378117919,0.7859680384397507,0.9918077767325181,0.8602
10000,0.02575930637307465,0.7849896132946015,0.9916705863907181,0.861
10100,0.02175575523637235,0.7847497090697289,0.9930620884289746,0.8583
10200,0.024257749021053314,0.789229528605938,0.9922193477579179,0.8574
10300,0.024916292615234852,0.7884727090597152,0.9920037629350894,0.8575
10400,0.022324558775871993,0.7906063377857209,0.9930032925682032,0.8581
10500,0.020778606431558728,0.7995261430740357,0.9936892442772028,0.8577
10600,0.02038676613010466,0.7960437446832657,0.9931600815302603,0.8594
10700,0.02115806706249714,0.7993935346603394,0.9931012856694889,0.8584
10800,0.020878134611994028,0.8009459301829338,0.9937676387582314,0.8571
10900,0.018640822232700884,0.8074840366840362,0.9941596111633741,0.8572
11000,0.0185322975134477,0.8011056691408157,0.9941988084038884,0.8576
11100,0.017601174134761095,0.808911956846714,0.9943555973659455,0.8572
11200,0.018412589156068863,0.8121237471699715,0.9942184070241455,0.8583
11300,0.017448869696818293,0.8281321540474892,0.9948259642521167,0.8551
11400,0.016879159500822426,0.8143675982952118,0.9949043587331452,0.8573
11500,0.017746519702486693,0.8187263831496239,0.9945123863280025,0.8583
11600,0.0159608167828992,0.8121210008859634,0.9950807463154594,0.8582
11700,0.015681324603501707,0.8120642691850662,0.9951787394167451,0.8587
